,Players,Batting,Bowling,Games,Won,Drawn,Win %,Innings Batted,Runs,Singles,Fours,Sixes,Dot Balls,Balls Faced,Outs,Bowled Outs,LBW Outs,Hitwicket Outs,Caught Outs,Stumped Outs,Run Outs,Caught and Bowled Outs,Dot Ball %,Strike Turnover %,Batting S/R,Batting S/R MeanAD,Batting Avg,Mean Score,Score MeanAD,Scoring Consistency,Boundary %,Runs/Ball,Mean Balls Faced,Balls Faced MeanAD,Survival Consistency,Avg First Boundary Ball,Dismissal Rate,Boundary Rate,Innings Bowled,Runsgiven,Singlesgiven,Foursgiven,Sixesgiven,Wickets,Balls Bowled,Extras,No Balls,Wides,Dot Balls Bowled,Bowleds,LBWs,Hitwickets,Caughts,Stumpeds,Caught and Bowleds,Catches,Runouts,Stumpings,Economy Rate,Economy Rate MeanAD,Dot Ball Bowled %,Boundary Given %,Bowling Avg,Bowling Avg MeanAD,Bowling S/R,Bowling S/R MeanAD,Runsgiven/Ball,Boundary Given Rate,Strike Turnovergiven %,Avg Consecutive Dot Balls,Runs Rate,Runsgiven/Wicket,Runs AA,Runs/Ball AA,Runsgiven AA,Runsgiven/Ball AA
HDRL Thirimanne,HDRL Thirimanne,Left hand,Right arm pace,27,14,0,51.9,22,309,114,29,5,106,280,20,6,0,0,10,1,3,0,0.4,42.6,110.4,36.91,15.45,14.05,9.69,31.0,12.1,1.1,12.7,7.16,43.6,5.1,14.0,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,,0,,,,0,,0,,,,0.0,6.6,,8.1,0.2,-313.1,
SP Narine,SP Narine,Left hand,Right arm off break,485,269,0,55.5,316,4276,764,404,267,1171,2868,269,46,14,0,176,3,21,9,0.4,30.7,149.1,68.79,15.9,13.53,12.2,9.799999999999997,23.4,1.5,9.1,6.48,28.799999999999997,3.6,10.7,4.3,480,11543,4408,715,402,505,11096,318,28,290,4642,132,67,1,239,44,22,85,16,0,6.2,0,41.8,10.1,22.86,0,22.0,0,1.0,9.9,42.3,1.8,8.9,22.9,3975.1,0.6,11229.9,-0.3
Imran Nazir,Imran Nazir,Right hand,Right arm leg break,13,7,0,53.8,13,313,57,36,14,94,219,13,2,2,0,8,0,0,1,0.4,26.6,142.9,49.0,24.08,24.08,20.57,14.599999999999994,22.8,1.4,16.8,11.81,29.700000000000003,3.7,16.8,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,,0,,,,0,,0,,,,0.0,8.6,,12.1,0.5,-313.1,
Nasir Jamshed,Nasir Jamshed,Left hand,,31,17,0,54.8,31,697,211,73,19,249,603,28,3,2,0,18,2,1,2,0.4,37.4,115.6,38.34,24.89,22.48,17.2,23.5,15.3,1.2,19.5,12.14,37.7,6.2,21.5,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,,0,,,,0,,0,,,,0.0,6.9,,396.1,0.3,-313.1,
Yasir Arafat,Yasir Arafat,Right hand,Right arm pace,59,32,0,54.2,27,167,62,16,2,67,161,18,4,0,0,10,0,2,2,0.4,34.2,103.7,41.34,9.28,6.19,5.49,11.299999999999997,11.2,1.0,6.0,3.96,34.0,5.1,8.9,8.9,59,1716,458,154,60,75,1225,66,13,53,410,23,4,1,46,0,1,7,2,0,8.4,0,33.5,17.5,22.88,0,16.3,0,1.4,5.7,40.5,1.6,6.2,22.9,-133.9,0.1,1402.9,0.1
EC Joyce,EC Joyce,Left hand,Right arm pace,21,11,0,52.4,19,542,212,45,8,216,539,16,5,0,0,8,0,2,1,0.4,42.6,100.6,22.97,33.88,28.53,14.66,48.6,9.8,1.0,28.4,11.37,60.0,5.8,33.7,10.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,,0,,,,0,,0,,,,0.0,6.0,,241.1,0.1,-313.1,
NG Jones,NG Jones,Right hand,Right arm pace,8,4,0,50.0,7,71,29,4,3,27,69,5,0,0,0,5,0,0,0,0.4,38.0,102.9,63.52,14.2,10.14,7.27,28.299999999999997,10.1,1.0,9.9,6.41,35.3,5.0,13.8,9.9,5,116,39,9,2,4,86,5,1,4,24,0,0,0,4,0,0,6,0,0,8.1,0,27.9,12.8,29.0,0,21.5,0,1.3,7.8,38.9,1.3,6.2,29.0,-229.9,0.1,-197.1,-0.0
Abul Hasan,Abul Hasan,Left hand,Right arm pace,42,18,0,42.9,25,160,65,13,4,71,172,16,1,0,0,10,1,4,0,0.4,40.9,93.0,44.67,10.0,6.4,3.74,41.6,9.9,0.9,6.9,3.79,45.1,4.5,10.8,10.1,41,1131,293,102,41,45,754,52,13,39,243,8,4,0,32,0,1,11,1,0,9.0,0,32.2,19.0,25.13,0,16.8,0,1.5,5.3,39.5,1.5,5.6,25.1,-140.9,0.0,817.9,0.2
A Dananjaya,A Dananjaya,Left hand,Right arm off break,54,16,0,29.6,24,97,51,8,0,61,127,14,4,0,0,8,0,1,1,0.5,47.4,76.4,58.46,6.93,4.04,2.89,28.5,6.3,0.8,5.3,3.15,40.6,3.5,9.1,15.9,54,1582,471,109,84,44,1121,38,0,38,377,7,8,0,26,3,0,10,0,0,8.5,0,33.6,17.2,35.95,0,25.5,0,1.4,5.8,40.1,1.5,4.6,36.0,-203.9,-0.1,1268.9,0.1
S Badree,S Badree,Right hand,Right arm leg break,137,69,0,50.4,39,137,82,4,3,78,179,16,6,3,0,5,0,1,1,0.4,45.8,76.5,42.32,8.56,3.51,3.05,13.099999999999994,3.9,0.8,4.6,2.79,39.3,3.5,11.2,25.6,136,3152,1008,276,105,130,2880,76,0,76,1277,31,20,0,60,15,4,21,4,0,6.6,0,44.3,13.2,24.25,0,22.2,0,1.1,7.6,37.1,1.9,4.6,24.2,-163.9,-0.1,2838.9,-0.2
Raza Hasan,Raza Hasan,Right hand,Left arm orthodox,12,4,0,33.3,4,22,10,2,0,21,37,2,0,0,0,1,0,1,0,0.6,27.0,59.5,27.75,11.0,5.5,3.75,31.799999999999997,5.4,0.6,9.2,4.12,55.2,8.0,18.5,18.5,12,266,91,18,10,10,258,7,0,7,119,0,2,0,7,0,1,1,0,0,6.2,0,46.1,10.9,26.6,0,25.8,0,1.0,9.2,35.0,1.9,3.6,26.6,-278.9,-0.3,-47.1,-0.3
DR Briggs,DR Briggs,Right hand,Left arm orthodox,172,99,0,57.6,48,246,72,25,5,67,199,19,2,2,0,12,0,3,0,0.3,39.9,123.6,62.29,12.95,5.12,4.13,19.299999999999997,15.1,1.2,4.1,2.57,37.3,3.3,10.5,6.6,166,4299,1661,286,166,183,3413,60,2,58,1030,39,20,0,101,18,5,24,0,0,7.6,0,30.2,13.2,23.49,0,18.7,0,1.3,7.6,47.4,1.5,7.4,23.5,-54.9,0.3,3985.9,-0.0
AC Jayangani,AC Jayangani,Left hand,Right arm off break,207,85,0,41.1,204,5057,1197,651,143,2173,4426,189,33,18,0,107,10,16,5,0.5,31.9,114.3,41.29,26.76,24.79,18.44,25.599999999999994,17.9,1.1,21.7,11.96,44.9,6.1,23.4,5.6,129,2457,872,251,33,90,2118,75,6,69,789,28,8,0,47,4,3,71,11,0,7.0,0,37.3,13.4,27.3,0,23.5,0,1.2,7.5,42.2,1.6,6.9,27.3,4756.1,0.2,2143.9,-0.1
SI Galagedara,SI Galagedara,Right hand,Right arm pace,5,1,0,20.0,5,48,14,7,0,56,83,5,1,1,0,1,2,0,0,0.7,23.9,57.8,31.78,9.6,9.6,6.08,36.7,8.4,0.6,16.6,5.52,66.7,4.3,16.6,11.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,0,,0,,,,0.0,3.5,,-252.9,-0.3,-313.1,
M Kapp,M Kapp,Right hand,Right arm pace,250,134,0,53.6,193,3372,1336,318,53,1182,3136,150,26,7,0,85,12,13,6,0.4,41.9,107.5,39.99,22.48,17.47,12.79,26.799999999999997,11.8,1.1,16.2,10.07,37.8,7.6,20.9,8.5,242,4879,1460,589,40,251,5132,216,18,198,2652,79,36,0,131,2,3,45,9,0,5.7,0,51.7,12.3,19.44,0,20.4,0,1.0,8.2,33.8,2.1,6.5,19.4,3071.1,0.2,4565.9,-0.3
SM Benade,SM Benade,Right hand,Right arm pace,4,1,0,25.0,4,34,12,2,2,23,40,4,0,0,0,4,0,0,0,0.6,36.6,85.0,42.26,8.5,8.5,7.75,8.799999999999997,10.0,0.8,10.0,5.0,50.0,4.0,10.0,10.0,4,76,20,9,1,4,90,10,0,10,57,2,0,0,2,0,0,1,0,0,5.1,0,63.3,11.1,19.0,0,22.5,0,0.8,9.0,24.0,2.4,5.1,19.0,-266.9,-0.1,-237.1,-0.5
S Luus,S Luus,Right hand,Right arm leg break,147,64,0,43.5,115,1809,707,176,31,663,1700,87,11,8,0,38,7,18,5,0.4,43.1,106.4,43.85,20.79,15.73,13.01,17.299999999999997,12.2,1.1,14.8,10.53,28.900000000000006,7.5,19.5,8.2,84,1384,518,117,31,43,1172,51,8,43,422,5,0,0,27,6,5,45,8,0,7.1,0,36.0,12.6,32.19,0,27.3,0,1.2,7.9,44.7,1.6,6.4,32.2,1508.1,0.2,1070.9,-0.1
HASD Siriwardene,HASD Siriwardene,Right hand,Right arm off break,54,10,0,18.5,49,706,326,59,6,345,802,44,8,3,0,20,2,7,4,0.4,41.4,88.0,27.07,16.05,14.41,9.94,31.0,8.1,0.9,16.4,9.61,41.4,9.3,18.2,12.3,53,1115,481,87,13,48,1108,29,0,29,421,8,8,0,23,8,1,5,3,0,6.0,0,38.0,9.0,23.23,0,23.1,0,1.0,11.1,45.0,1.7,5.3,23.2,405.1,0.0,801.9,-0.3
SK Dolawatte,SK Dolawatte,Right hand,Right arm leg break,6,1,0,16.7,3,18,16,0,0,34,51,4,0,0,0,3,0,1,0,0.7,31.5,35.3,13.92,4.5,6.0,6.0,0.0,0.0,0.4,17.0,10.0,41.2,,12.8,inf,5,43,19,4,0,3,48,0,0,0,21,1,1,0,1,0,0,0,0,0,5.4,0,43.8,8.3,14.33,0,16.0,0,0.9,12.0,43.8,2.1,2.1,14.3,-282.9,-0.5,-270.1,-0.4
SS Weerakkody,SS Weerakkody,Left hand,Right arm pace,24,5,0,20.8,21,102,50,9,0,65,137,13,3,0,0,4,1,5,0,0.5,40.8,74.5,34.97,7.85,4.86,3.37,30.700000000000003,6.6,0.7,6.5,4.12,36.6,3.6,10.5,15.2,21,256,86,28,3,8,252,12,0,12,118,2,0,0,6,0,0,1,1,0,6.1,0,46.8,12.3,32.0,0,31.5,0,1.0,8.1,34.4,1.6,4.5,32.0,-198.9,-0.2,-57.1,-0.3
MADD Surangika,MADD Surangika,Right hand,,29,6,0,20.7,25,355,157,32,2,180,406,21,2,5,0,6,1,6,1,0.4,41.5,87.4,33.9,16.9,14.2,9.26,34.8,8.4,0.9,16.2,9.15,43.5,9.7,19.3,11.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,6,,0,,,,0,,0,,,,0.0,5.2,,54.1,0.0,-313.1,
HMD Rasangika,HMD Rasangika,Left hand,Right arm leg break,25,5,0,20.0,22,539,157,80,0,220,495,15,10,0,0,3,0,2,0,0.4,29.4,108.9,40.1,35.93,24.5,22.68,7.400000000000006,16.2,1.1,22.5,14.55,35.3,8.9,33.0,6.2,14,269,97,20,2,8,252,11,6,5,100,1,1,0,5,0,1,4,4,0,6.4,0,39.7,8.7,33.62,0,31.5,0,1.1,11.5,42.0,1.7,6.5,33.6,238.1,0.2,-44.1,-0.2
S Loubser,S Loubser,Right hand,Right arm off break,16,7,0,43.8,8,58,34,2,2,27,68,4,2,0,0,2,0,0,0,0.4,48.6,85.3,44.74,14.5,7.25,7.62,-5.099999999999994,5.9,0.9,8.5,7.5,11.799999999999997,13.0,17.0,17.0,16,275,119,20,5,7,268,7,0,7,101,0,0,0,4,3,0,2,0,0,6.2,0,37.7,9.3,39.29,0,38.3,0,1.0,10.7,48.7,1.8,5.1,39.3,-242.9,0.0,-38.1,-0.3
Y van der Westhuizen,Y van der Westhuizen,Right hand,,5,2,0,40.0,2,7,1,1,0,6,9,2,0,1,0,1,0,0,0,0.7,11.1,77.8,33.34,3.5,3.5,2.5,28.599999999999994,11.1,0.8,4.5,1.5,66.7,3.0,4.5,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,0,,,,0,,0,,,,0.0,4.7,,-293.9,-0.1,-313.1,
CR Seneviratna,CR Seneviratna,Right hand,Right arm pace,29,14,0,48.3,25,345,153,23,0,158,386,21,5,1,0,7,0,4,4,0.4,40.1,89.4,44.29,16.43,13.8,10.61,23.099999999999994,6.0,0.9,15.4,10.04,34.8,9.0,18.4,16.8,29,436,140,40,3,31,550,16,0,16,304,14,4,0,7,3,3,5,1,0,4.8,0,55.3,7.8,14.06,0,17.7,0,0.8,12.8,31.7,2.4,5.4,14.1,44.1,0.0,122.9,-0.5
LE Kaushalya,LE Kaushalya,Right hand,Right arm pace,38,9,0,23.7,36,480,197,39,9,163,450,31,6,0,0,16,2,4,3,0.4,42.3,106.7,38.86,15.48,13.33,9.74,26.900000000000006,10.7,1.1,12.5,6.67,46.6,8.2,14.5,9.4,22,273,81,28,5,8,256,8,0,8,110,2,2,0,4,0,0,7,6,0,6.4,0,43.0,12.9,34.12,0,32.0,0,1.1,7.8,38.4,1.9,6.4,34.1,179.1,0.2,-40.1,-0.2
SA Fritz,SA Fritz,Right hand,Right arm pace,9,3,0,33.3,8,45,11,6,0,40,62,7,2,2,0,3,0,0,0,0.6,24.2,72.6,52.25,6.43,5.62,5.03,10.5,9.7,0.7,7.8,6.62,15.099999999999994,3.2,8.9,10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,,0,,,,0,,0,,,,0.0,4.4,,-255.9,-0.2,-313.1,
KDU Prabodhani,KDU Prabodhani,Right hand,Left arm pace,75,26,0,34.7,27,88,55,3,0,78,154,15,4,0,0,3,3,5,0,0.5,46.5,57.1,31.31,5.87,3.26,2.25,31.0,1.9,0.6,5.7,3.92,31.200000000000003,7.7,10.3,51.3,73,1395,477,149,16,55,1438,50,8,42,690,24,5,0,23,1,2,15,4,0,5.8,0,48.0,11.5,25.36,0,26.1,0,1.0,8.7,37.4,1.9,3.4,25.4,-212.9,-0.3,1081.9,-0.3
I Ranaweera,I Ranaweera,Left hand,Left arm orthodox,69,28,0,40.6,25,58,38,4,0,80,125,11,4,2,0,0,1,3,1,0.6,43.8,46.4,43.9,5.27,2.32,2.27,2.200000000000003,3.2,0.5,5.0,3.6,28.0,11.0,11.4,31.2,69,1375,599,106,22,77,1390,45,4,41,565,14,8,0,39,11,5,7,6,0,5.9,0,40.6,9.2,17.86,0,18.1,0,1.0,10.9,43.2,1.7,2.8,17.9,-242.9,-0.4,1061.9,-0.3
TD Smartt,TD Smartt,Right hand,Right arm pace,31,15,0,48.4,13,139,51,13,0,69,149,11,1,0,0,6,1,2,1,0.5,40.0,93.3,35.39,12.64,10.69,8.59,19.599999999999994,8.7,0.9,11.5,7.88,31.5,6.8,13.5,11.5,28,473,133,55,3,21,503,32,16,16,276,8,4,0,9,0,0,10,1,0,5.6,0,54.9,11.5,22.52,0,24.0,0,0.9,8.7,32.8,2.0,5.6,22.5,-161.9,0.0,159.9,-0.4
JB Nero,JB Nero,Right hand,Right arm pace,14,7,0,50.0,12,149,59,15,1,116,207,9,5,2,0,0,2,0,0,0.6,34.0,72.0,37.24,16.56,12.42,11.65,6.200000000000003,7.7,0.7,17.2,12.46,27.599999999999994,7.7,23.0,12.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,,0,,,,0,,0,,,,0.0,4.3,,-151.9,-0.2,-313.1,
Asmavia Iqbal,Asmavia Iqbal,Right hand,Right arm pace,39,15,0,38.5,32,294,127,16,12,136,309,29,6,2,0,11,0,8,2,0.4,43.8,95.1,45.4,10.14,9.19,7.12,22.5,9.1,1.0,9.7,5.82,40.0,7.3,10.7,11.0,35,649,211,57,10,33,638,58,1,57,296,7,8,0,16,2,0,8,5,0,6.1,0,46.4,10.5,19.67,0,19.3,0,1.0,9.5,36.7,1.8,5.7,19.7,-6.9,0.1,335.9,-0.3
Qanita Jalil,Qanita Jalil,Right hand,Right arm pace,24,8,0,33.3,20,115,45,13,0,71,141,19,2,0,0,13,0,1,3,0.5,39.0,81.6,44.1,6.05,5.75,5.0,13.0,9.2,0.8,7.0,4.77,31.900000000000006,3.3,7.4,10.8,20,282,95,37,0,7,294,21,0,21,150,4,0,0,3,0,0,5,1,0,5.8,0,51.0,12.6,40.29,0,42.0,0,1.0,7.9,28.9,2.0,4.9,40.3,-185.9,-0.1,-31.1,-0.3
Sumaiya Siddiqi,Sumaiya Siddiqi,Right hand,Right arm pace,11,8,0,72.7,3,14,4,1,1,6,12,2,0,0,0,1,0,1,0,0.5,25.0,116.7,62.04,7.0,4.67,3.11,33.400000000000006,16.7,1.2,4.0,2.67,33.2,1.5,6.0,6.0,10,153,51,20,1,8,186,6,0,6,107,3,0,0,4,1,0,0,0,0,4.9,0,57.5,11.3,19.12,0,23.2,0,0.8,8.9,32.8,2.0,7.0,19.1,-286.9,0.3,-160.1,-0.5
Sadia Yousuf,Sadia Yousuf,Right hand,Left arm orthodox,32,9,0,28.1,10,12,12,0,0,27,40,8,1,0,0,3,0,4,0,0.7,47.5,30.0,26.02,1.5,1.2,0.52,56.7,0.0,0.3,4.0,2.6,35.0,,5.0,inf,31,686,273,48,14,34,658,11,1,10,258,4,2,0,20,8,0,2,2,0,6.3,0,39.2,9.4,20.18,0,19.4,0,1.0,10.6,41.3,1.7,1.8,20.2,-288.9,-0.6,372.9,-0.3
Sana Mir,Sana Mir,Right hand,Right arm off break,76,26,0,34.2,59,609,343,42,1,381,821,40,8,1,0,21,3,7,0,0.5,45.2,74.2,37.32,15.22,10.32,7.33,29.0,5.2,0.7,13.9,8.61,38.1,10.7,20.5,19.1,74,1593,620,129,15,56,1578,51,1,50,652,14,6,0,23,10,3,14,5,0,6.1,0,41.3,9.1,28.45,0,28.2,0,1.0,11.0,39.9,1.8,4.5,28.4,308.1,-0.2,1279.9,-0.3
Bismah Maroof,Bismah Maroof,Left hand,Right arm leg break,117,51,0,43.6,115,2448,1112,208,1,1060,2663,88,17,5,0,40,7,14,5,0.4,42.8,91.9,28.91,27.82,21.29,15.18,28.700000000000003,7.8,0.9,23.2,13.88,40.2,12.1,30.3,12.7,44,593,300,38,9,26,586,12,1,11,195,3,1,0,13,8,1,22,11,0,6.1,0,33.3,8.0,22.81,0,22.5,0,1.0,12.5,47.5,1.5,5.5,22.8,2147.1,0.0,279.9,-0.3
Nida Dar,Nida Dar,Right hand,Right arm off break,126,48,0,38.1,113,1733,745,151,30,645,1689,93,20,13,0,38,6,13,3,0.4,43.4,102.6,37.09,18.63,15.34,11.44,25.400000000000006,10.7,1.0,14.9,8.28,44.4,7.7,18.2,9.3,121,2484,970,199,33,118,2481,80,7,73,1045,20,12,0,65,14,7,28,13,0,6.0,0,42.1,9.4,21.05,0,21.0,0,1.0,10.7,41.0,1.8,6.2,21.1,1432.1,0.1,2170.9,-0.3
Batool Fatima,Batool Fatima,Right hand,Right arm pace,20,9,0,45.0,7,30,14,3,0,19,41,5,1,0,0,2,0,2,0,0.5,37.8,73.2,45.06,6.0,4.29,3.27,23.799999999999997,7.3,0.7,5.9,3.8,35.599999999999994,4.5,8.2,13.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,22,,0,,,,0,,0,,,,0.0,4.4,,-270.9,-0.2,-313.1,
Marina Iqbal,Marina Iqbal,Right hand,Right arm pace,20,8,0,40.0,18,238,105,23,2,150,297,15,0,2,0,5,2,4,2,0.5,39.5,80.1,30.4,15.87,13.22,10.94,17.200000000000003,8.4,0.8,16.5,11.61,29.599999999999994,7.7,19.8,11.9,3,35,12,4,0,1,30,1,0,1,11,0,1,0,0,0,0,13,0,0,7.0,0,36.7,13.3,35.0,0,30.0,0,1.2,7.5,35.5,1.4,4.8,35.0,-62.9,-0.1,-278.1,-0.1
Nain Abidi,Nain Abidi,Right hand,,35,13,0,37.1,34,478,238,32,0,292,631,28,3,0,0,18,4,2,1,0.5,42.4,75.8,27.47,17.07,14.06,9.9,29.599999999999994,5.1,0.8,18.6,11.39,38.8,11.7,22.5,19.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,0,,0,,,,0,,0,,,,0.0,4.5,,177.1,-0.1,-313.1,
Javeria Khan,Javeria Khan,Right hand,Right arm off break,73,24,0,32.9,70,1199,440,141,1,600,1290,64,15,4,0,32,1,10,1,0.5,36.2,92.9,34.13,18.73,17.13,12.93,24.5,11.0,0.9,18.4,10.04,45.4,7.4,20.2,9.1,3,38,15,4,0,3,42,1,0,1,20,0,0,0,1,1,1,8,5,0,5.4,0,47.6,9.5,12.67,0,14.0,0,0.9,10.5,25.6,1.5,5.6,12.7,898.1,0.0,-275.1,-0.4
HC Knight,HC Knight,Right hand,Right arm off break,242,143,0,59.1,229,5506,1927,617,84,1620,4589,188,26,15,0,104,10,24,9,0.4,41.4,120.0,37.43,29.29,24.04,16.52,31.299999999999997,15.3,1.2,20.0,11.37,43.2,6.6,24.4,6.5,148,2578,1050,238,35,82,2195,64,5,59,700,13,7,0,48,10,4,68,15,0,7.0,0,31.9,12.4,31.44,0,26.8,0,1.2,8.0,45.1,1.5,7.2,31.4,5205.1,0.3,2264.9,-0.1
JL Hunter,JL Hunter,Right hand,Right arm pace,26,15,0,57.7,4,11,0,0,0,5,10,3,0,0,0,1,0,1,1,0.5,30.0,110.0,88.33,3.67,2.75,1.38,49.8,0.0,1.1,2.5,1.5,40.0,,3.3,inf,26,467,149,55,1,30,476,21,1,20,231,4,2,0,21,1,2,7,1,0,5.9,0,48.5,11.8,15.57,0,15.9,0,1.0,8.5,34.2,1.9,6.6,15.6,-289.9,0.2,153.9,-0.3
RL Haynes,RL Haynes,Left hand,Left arm pace,150,85,0,56.7,123,2550,922,284,29,838,2259,92,13,6,0,63,4,3,3,0.4,39.9,112.9,35.13,27.72,20.73,14.86,28.299999999999997,13.9,1.1,18.4,10.82,41.2,6.8,24.6,7.2,5,63,18,9,0,1,42,1,0,1,10,0,0,0,1,0,0,49,3,0,9.0,0,23.8,21.4,63.0,0,42.0,0,1.5,4.7,37.2,1.4,6.8,63.0,2249.1,0.2,-250.1,0.2
JL Jonassen,JL Jonassen,Left hand,Left arm orthodox,222,143,0,64.4,143,2114,752,213,37,691,1865,110,12,5,0,73,7,9,4,0.4,44.1,113.4,45.85,19.22,14.78,10.63,28.099999999999994,13.4,1.1,13.0,7.98,38.6,6.5,17.0,7.5,219,4884,1723,453,92,246,4537,118,3,115,1891,57,32,0,129,20,8,56,15,0,6.5,0,41.7,12.0,19.85,0,18.4,0,1.1,8.3,39.5,1.7,6.8,19.9,1813.1,0.2,4570.9,-0.2
MR Meshram,MR Meshram,Right hand,Right arm pace,9,4,0,44.4,7,77,51,4,0,49,110,6,0,0,0,5,0,1,0,0.4,49.1,70.0,27.44,12.83,11.0,8.57,22.099999999999994,3.6,0.7,15.7,10.82,31.099999999999994,6.5,18.3,27.5,2,27,15,2,0,0,36,0,0,0,17,0,0,0,0,0,0,2,1,0,4.5,0,47.2,5.6,inf,0,inf,0,0.8,18.0,41.7,2.4,4.2,inf,-223.9,-0.2,-286.1,-0.5
N Niranjana,N Niranjana,Right hand,Right arm pace,9,4,0,44.4,5,36,12,4,0,9,31,5,0,0,0,3,0,2,0,0.3,41.9,116.1,46.86,7.2,7.2,4.16,42.2,12.9,1.2,6.2,3.12,49.7,2.7,6.2,7.8,9,148,47,16,0,6,163,3,0,3,82,0,2,0,4,0,0,3,1,0,5.4,0,50.3,9.8,24.67,0,27.2,0,0.9,10.2,36.7,1.9,7.0,24.7,-264.9,0.3,-165.1,-0.4
S Sharma,S Sharma,Right hand,Right arm pace,5,4,0,80.0,4,8,2,1,0,7,11,4,0,2,0,0,1,1,0,0.6,36.4,72.7,68.75,2.0,2.0,1.0,50.0,9.1,0.7,2.8,0.88,68.6,2.0,2.8,11.0,5,81,23,13,0,7,102,2,0,2,62,3,1,0,3,0,0,1,1,0,4.8,0,60.8,12.7,11.57,0,14.6,0,0.8,7.8,32.7,3.0,4.4,11.6,-292.9,-0.2,-232.1,-0.5
JM Fields,JM Fields,Right hand,,9,5,0,55.6,6,65,36,2,0,20,69,3,1,0,0,1,0,1,0,0.3,47.9,94.2,33.08,21.67,10.83,4.56,57.9,2.9,0.9,11.5,6.67,42.0,11.0,23.0,34.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,,0,,,,0,,0,,,,0.0,5.7,,-235.9,0.0,-313.1,
A Das,A Das,Right hand,Right arm off break,9,4,0,44.4,6,7,5,0,0,8,14,3,1,0,0,1,0,1,0,0.6,50.0,50.0,53.7,2.33,1.17,0.56,52.1,0.0,0.5,2.3,1.22,47.0,,4.7,inf,9,156,64,14,1,7,164,2,0,2,72,0,0,0,5,1,1,1,2,0,5.7,0,43.9,9.1,22.29,0,23.4,0,1.0,10.9,44.0,1.8,3.0,22.3,-293.9,-0.4,-157.1,-0.3
E Bisht,E Bisht,Left hand,Left arm orthodox,23,10,0,43.5,6,19,7,0,1,8,20,4,1,0,0,0,0,2,1,0.4,38.1,95.0,68.15,4.75,3.17,2.94,7.299999999999997,5.0,1.0,3.3,1.44,56.4,3.0,5.0,20.0,23,438,199,36,3,26,493,12,0,12,218,4,5,0,12,4,1,1,8,0,5.3,0,44.2,7.9,16.85,0,19.0,0,0.9,12.6,40.2,1.8,5.7,16.8,-281.9,0.1,124.9,-0.4
MM Letsoalo,MM Letsoalo,Right hand,Right arm pace,24,10,0,41.7,2,2,2,0,0,3,8,0,0,0,0,0,0,0,0,0.4,50.0,25.0,0.0,inf,1.0,0.0,100.0,0.0,0.2,4.0,0.0,100.0,,inf,inf,22,319,114,33,4,8,278,6,1,5,103,2,0,0,5,1,0,6,1,0,6.9,0,37.1,13.3,39.88,0,34.8,0,1.1,7.5,38.7,1.6,1.5,39.9,-298.9,-0.7,5.9,-0.2
BYA Mendis,BYA Mendis,Right hand,Right arm pace,37,9,0,24.3,36,442,131,60,4,255,483,36,9,2,0,13,5,5,2,0.5,34.3,91.5,44.57,12.28,12.28,10.45,14.900000000000006,13.3,0.9,13.4,8.73,34.900000000000006,4.6,13.4,7.5,1,11,8,0,0,0,18,3,0,3,10,0,0,0,0,0,0,7,4,0,3.7,0,55.6,0.0,inf,0,inf,0,0.6,inf,42.9,1.4,5.5,inf,141.1,0.0,-302.1,-0.7
LK Ebsary,LK Ebsary,Right hand,Right arm pace,40,23,0,57.5,30,492,195,41,8,166,460,18,6,2,0,7,0,2,1,0.4,42.6,107.0,47.28,27.33,16.4,12.33,24.799999999999997,10.7,1.1,15.3,9.98,34.8,8.9,25.6,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,,0,,,,0,,0,,,,0.0,6.4,,191.1,0.2,-313.1,
Nahida Khan,Nahida Khan,Right hand,Right arm pace,41,13,0,31.7,40,421,177,41,5,291,555,34,6,3,0,16,1,5,3,0.5,36.8,75.9,29.5,12.38,10.52,8.24,21.700000000000003,8.3,0.8,13.9,8.81,36.6,11.0,16.3,12.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,1,,0,,,,0,,0,,,,0.0,4.6,,120.1,-0.1,-313.1,
